ISIN;nom;ticker
FR0000184822;WT;MLWTT
FR0000185464;Novatech Ind.;MLNOV
FR0000185480;Phone Web;MLPHW
FR0000185928;Parfex;MLPFX
FR0004038818;Simo International;MLSIM
FR0004152700;Krief Group;MLKRI
FR0004155208;Locasystem Intl;MLLOI
FR0004157543;Neocom Multimedia;MLNEO
FR0004174712;Onlineformapro;MLONL
FR0004175222;Sbt;MLSBT
FR0004177939;Datbim;MLDTB
FR0004185023;Collectors;MLCOL
FR0004260479;France Chauffage;MLFRC
FR0004998318;Courbet;MLCOU
FR0005057635;Ardoin St Amand A;MLARD
FR0005142999;Eaux De Douai;MLEAU
FR0005310463;Est Republicain;MLEST
FR0005783503;Uni.Metalg.Ht-Sei.;MLUMH
FR0005843125;Hydro-Exploit.;MLHYE
FR0006174496;Verney Carron;MLVER
FR0006205019;Lombard et Medot;MLCAC
FR0006226791;Hot.Majestic Canne;MLHMC
FR0006321998;Martin Maurel(fin);MLFMM
FR0006563904;Hotl.Immob.Nice;MLHIN
FR0006823092;Part.Indles Mini.;MLHOP
FR0006859039;Imm.Paris.Perle;MLIPP
FR0007200100;Eaux De Royan;MLEDR
FR0007261425;Thermes De Saujon;MLTDS
FR0010033480;Visio Nerf;MLVIS
FR0010035816;Corep Lighting;MLCOR
FR0010038570;Raphael Michel S A;MLRAM
FR0010050773;A Toute Vitesse;MLATV
FR0010071530;Ferco Dev.;MLFER
FR0010086371;Imalliance;MLIML
FR0010106039;Body One;MLONE
FR0010108688;Global Interface;MLGLO
FR0010157115;Euroland Corporate;MLERO
FR0010176115;Olmix;MLOLM
FR0010312181;Hopening;MLHPE
FR0010328302;Made;MLMAD
FR0010358507;Newsinvest;MLNEI
FR0010436170;Batla Minerals;MLBAT
FR0010447086;Cheops Technology;MLCHE
FR0010480517;Financiere Croissance Inv.;MLFCI
FR0010480533;Solia;MLSOL
FR0010487272;Finaxo;MLFXO
FR0010492181;Metalliance;MLETA
FR0010500363;Miguet et Associes Regr.;MLNMA
FR0010518605;Silkan Rt;MLARI
FR0010679365;Silc;MLSIL
FR0010688465;Weaccess Group;MLWEA
FR0010717579;Cecurity;MLCEC
FR0010762740;Acep France;MLACP
FR0010768770;Weya;MLWEY
FR0010772426;Arthur Maury;MLAMY
FR0010776658;Debflex;MLDEX
FR0010777680;Ipernity;MLIPY
FR0010781377;Caire;MLAAE
FR0010823724;France Tourisme;MLFTI
FR0010827741;Magillem Design Services;MLMGL
FR0010882886;Monfinancier;MLMON
FR0010921163;Leaderlease;MLLEA
FR0010923433;Artsnet;MLART
FR0010945733;EES;MLEES
FR0010959684;Colipays;MLCLP
FR0010972091;Scemi;MLCMI
FR0010976746;MNR Group;MLMNR
FR0010979377;Activium Group;MLACT
FR0011040690;Tpsh;MLPSH
FR0011076595;Televista;MLVST
FR0011131788;Smalto;MLSML
FR0011158823;Infoclip;MLIFC
FR0011421817;Novaday;MLLED
FR0011442235;Jane France;MLJAN
FR0011605617;Fonciere Vindi;MLVIN
FR0011612837;Eon Motors Group;MLEMG
FR0011776889;Umalis Group;MLUMG
FR0011896463;Audience Labs;MLAUD
FR0011908045;AG3i;MLAGI
FR0012060036;Universal System Group;MLUSG
FR0012222149;DataHertz;MLDHZ
FR0012300424;Franck Deville;MLFDV
FR0012336675;D2L Group;MLGEL
FR0012336691;Home Concept France;MLHCF
FR0012384907;CIOA;MLCIO
FR0012395457;AS Rapido Pret;ML350
FR0012735355;Point Parfums;MLPPF
FR0012807352;Compagnie Coloniale;MLCCL
FR0012833770;Valoneo;MLVAL
FR0012880482;Integral;MLITG
FR0012968485;Ashler et Manson;MLAEM
FR0012990968;Mulann;MLMUL
FR0012991040;Cie Miniere Grecemar;MLCMG
FR0013063559;Steam France;MLSTM
FR0013072741;O Sorbet d'Amour;MLOSA
FR0013110053;Brico-distribution;MLBRI
FR0013155975;La savonnerie de Nyons;MLSDN
FR0013180189;Un toit pour toi;MLUTP
FR0013182235;Aroma Celte;MLARO
FR0013230067;Multimicrocloud;MLMMC
FR0013251584;Health;MLAHC
FR0013253812;Alveen;MLALV
FR0013266772;One Experience;MLOEX
FR0013285103;Air Marine;MLAIM
FR0013310281;Octopus Robots;MLOCT
FR0013340973;Blue Shark Power System;MLBSP
FR0013344223;Nature et Logis;MLNAT
FR0013419876;Kumulus Vape;MLVAP
GB00B8GJBS16;Sumo Resources;MLSUM
GB00B92JR174;Microskin Plc;MLSKN
HK0000038429;Lionax;MLION
HK0000038783;Easson Telecom;MLEAS
HK0000041928;Vestasia Limited;MLVES
HK0000043510;China Super Power;MLCSP
HK0000058161;China Treasure Mine;MLTMT
IT0004999758;Essere Benessere;MLEBX
IT0005071664;Hightel Towers;MLHTT
IT0005072035;Luigi Botto;MLLB
IT0005072167;Sintesie;MLSNT
IT0005072811;Semplicemente;MLSMP
IT0005154635;DWC 3.0;MLDWC
IT0005324105;Media Lab;MLLAB
IT0005336521;Italy Innovazioni;MLITN
IT0005391161;Innovative Rfk;MLIRF
LU0881232630;Dynex Energy;MLDYX
LU1179353617;Mandalore Holding;MLMHO
LU1840650458;Guandao Puer Inves;MLGDI
NL0010273694;Amatheon Agri;MLAAH
NL0010623518;Sequa Petroleum;MLSEQ
NL0012650535;Parx Plastics;MLPRX
PTAZR0AM0006;Azorean Aquatic Technologies SA;MLAAT
PTGVE1AE0009;Gentlemen’s Equity SA;MLGEQ
SE0007045380;Design Your Home;MLDYH
ZAE000058723;DRDGold;MLDUR
ZM0000000037;Zambia Cons. Cat. B;MLZAM
BE0974310428;X-Fab;XFAB
CH0308403085;GeNeuro;GNRO
FR0000030827;Ige + Xao;IGE
FR0000031577;Virbac;VIRP
FR0000032278;Latecoere;LAT
FR0000032526;Guerbet;GBT
FR0000032658;Synergie;SDG
FR0000033003;Touax;TOUP
FR0000033219;Altarea;ALTA
FR0000033243;Immob.Dassault;IMDA
FR0000033904;Jacquet Metals;JCQ
FR0000035164;Beneteau;BEN
FR0000035370;Bastide Le Confort;BLC
FR0000036105;Affine RE.;IML
FR0000036675;Groupe Crit;CEN
FR0000036816;Tour Eiffel;EIFF
FR0000038242;Lumibird;LBIRD
FR0000038465;Passat;PSAT
FR0000038531;Hf;HF
FR0000038606;Manitou Bf;MTU
FR0000039091;Robertet;RBT
FR0000039109;Seche Environnement;SCHP
FR0000039232;Aurea;AURE
FR0000039620;Mersen;MRN
FR0000044612;Afone;AFO
FR0000050353;Lisi;FII
FR0000051070;Maurel Et Prom;MAU
FR0000051393;Idi;IDIP
FR0000052516;Vilmorin Cie;RIN
FR0000052623;Dedalus France;DEDAL
FR0000052680;Oeneo;SBT
FR0000053027;Akwel;AKW
FR0000053035;Gea Grenobl.Elect.;GEA
FR0000053324;Alpes (compagnie);CDA
FR0000053381;Derichebourg;DBG
FR0000053506;Cegedim;CGM
FR0000053837;Altamir;LTA
FR0000054199;St Dupont;DPT
FR0000054231;High Co;HCO
FR0000054322;Cibox Inter A Ctiv;CIB
FR0000060329;Psb Industries;PSB
FR0000060402;Albioma;ABIO
FR0000060790;Signaux Girod;GIRO
FR0000060832;Precia;PREC
FR0000060873;Marie Brizard Wine and Spirits;MBWS
FR0000060949;Tivoly;TVLY
FR0000061129;Boiron;BOI
FR0000062671;Groupe Gorge;GOE
FR0000062796;Vranken Monopole;VRAP
FR0000062804;Alpha Mos;ALM
FR0000062978;Adl Partner;ALP
FR0000063091;Anf Immobilier;ANF
FR0000063737;Aubay;AUB
FR0000063935;Bonduelle;BON
FR0000064297;Innelec Multimedia;INN
FR0000064404;Media 6;EDI
FR0000064446;CIS (Catering Intl Sces);CTRG
FR0000064784;FFP;FFP
FR0000065278;Hopscotch Groupe;HOP
FR0000065484;Lectra;LSS
FR0000065864;Sogeclair;SOG
FR0000066052;Avenir Telecom;AVT
FR0000066607;Lacroix Industries;LACR
FR0000066672;Gl Events;GLO
FR0000066722;Guillemot;GUI
FR0000066755;Haulotte Group;PIG
FR0000071797;Infotel;INF
FR0000072373;Egide;GID
FR0000072399;Belier;BELI
FR0000072597;It Link;ITL
FR0000072894;Cast;CAS
FR0000073041;Pierre Vacances;VAC
FR0000073793;Devoteam;DVT
FR0000073843;ITS group;ITS
FR0000074072;Bigben Interactive;BIG
FR0000074148;Assystem;ASY
FR0000074197;Union Tech.Infor.;FPG
FR0000074759;Fleury Michon;FLE
FR0000074783;Artmarket.com;PRC
FR0000075442;Groupe LDLC;ALLDL
FR0000075954;Riber;RIB
FR0000076655;Actia Group;ATI
FR0000076861;Acteos;EOS
FR0000076887;Ast Groupe;ASP
FR0000077570;Micropole;MUN
FR0000079634;Geci Intl;GECP
FR0000120388;Recylex;RX
FR0000120669;Esso;ES
FR0000121295;Lebon;LBON
FR0000130692;Chargeurs;CRI
FR0000182479;Archos;JXR
FR0004007813;Kaufman Et Broad;KOF
FR0004016699;Smtpc;SMTPC
FR0004024222;Interparfums;ITP
FR0004026151;Itesoft;ITE
FR0004029411;Keyrus;KEY
FR0004031763;Coheris;COH
FR0004034072;Xilam Animation;XIL
FR0004037125;April;APR
FR0004040608;Abc Arbitrage;ABCA
FR0004042083;Aufeminin;FEM
FR0004050300;Groupe Open;OPN
FR0004056851;Valneva;VLA
FR0004076891;Groupe Flo;FLO
FR0004110310;Esi Group;ESI
FR0004152874;Advenis;ADV
FR0004154060;Netgem;NTG
FR0004155000;Groupe Sfpi;SFPI
FR0004156297;Linedata Services;LIN
FR0004159473;Hexaom;HEXA
FR0004170017;LNA SANTE;LNA
FR0004177046;Metabolic Explorer;METEX
FR0004180537;Akka Technologies;AKA
FR0004180578;Sword Group;SWP
FR0004548873;Bourbon Corporation;GBB
FR0005175080;Transgene;TNG
FR0007317813;CS (Com. et Systemes);SX
FR0010095596;Onxeo;ONXEO
FR0010193052;Catana Group;CATG
FR0010193979;CBO Territoria;CBOT
FR0010214064;Groupe Pizzorno Environnement;GPE
FR0010282822;SES Imagotag;SESL
FR0010291245;Verimatrix;VMX
FR0010298620;Memscap;MEMS
FR0010331421;Innate Pharma;IPH
FR0010380626;Prologue;PROL
FR0010395681;Altur Investissement;ALTUR
FR0010428771;Olympique Lyonnais (Groupe);OLG
FR0010436584;DNXCorp;ALDNX
FR0010478248;Atari;ATA
FR0010490920;EuropaCorp;ECP
FR0010501692;Generix;GENX
FR0010526814;SuperSonic Imagine;SSI
FR0010557264;Ab Science;AB
FR0010609263;Mauna Kea;MKEA
FR0010828137;Carmila;CARM
FR0010929125;ID Logistics;IDL
FR0010949404;Stentys;STNT
FR0011026749;Dalet;DLT
FR0011040500;Axway Software;AXW
FR0011051598;Amoeba Biocide;AMEBA
FR0011184241;Adocia;ADOC
FR0011191766;Eos Imaging;EOSI
FR0011271600;Fermentalg;FALG
FR0011277391;Fonciere Paris Nord;FPN
FR0011289040;SQLI;SQI
FR0011341205;Nanobiotix;NANO
FR0011466069;Ekinops;EKI
FR0011471135;Erytech Pharma;ERYP
FR0011471291;Ymagis;MAGIS
FR0011665280;Figeac Aero;FGA
FR0011742329;McPhy Energy;MCPHY
FR0011790542;Genkyotex;GKTX
FR0011799907;Genomic Vision;GV
FR0011800218;Awox;AWOX
FR0011950641;Pixium Vision;ALPIX
FR0011950682;Sergeferrari Group;SEFER
FR0011992700;Ateme;ATEME
FR0011995588;Voltalia;VLTSA
FR0012127173;Ose Immunotherapeutics;OSE
FR0012202497;Diagnostic Medical;DGM
FR0012333284;Abivax;ABVX
FR0012432516;Poxel;POXEL
FR0012612646;Groupe Partouche;PARP
FR0012613610;Prodways Group;PWG
FR0012616852;Abionyx Pharma;ABNX
FR0012789667;Amplitude Surgical;AMPLI
FR0012821890;Adux;ADUX
FR0012821916;Hipay Group;HIPAY
FR0012872141;Jacques Bogart;JBOG
FR0012882389;Pharmagest Inter.;PHA
FR0012938884;Solocal Group;LOCAL
FR0012969095;Capelli;CAPLI
FR0013006558;Showroomprive;SRP
FR0013018041;Navya;NAVYA
FR0013018124;Nicox;COX
FR0013030152;Francaise de l’Energie;LFDE
FR0013183589;Aures Technologies;AURS
FR0013183985;GenSight Biologics;SIGHT
FR0013185857;Abeo;ABEO
FR0013190410;Orchestra-Premaman;KAZI
FR0013214145;Smcp;SMCP
FR0013230612;Tikehau Capital;TKO
FR0013233012;Inventiva;IVA
FR0013233475;Lysogene;LYS
FR0013247137;Mediawan;MDW
FR0013252186;Plast. Val de Loire;PVL
FR0013258399;Balyo;BALYO
FR0013258589;Antalis;ANTA
FR0013283108;Delta Plus Group;DLTA
FR0013284080;Biom Up;BUP
FR0013296746;Advicenne;ADVIC
FR0013318813;PARAGON ID;PID
FR0013341781;2crsi;2CRSI
FR0013357621;Wavestone;WAVE
FR0013426004;Claranova;CLA
FR0013467123;Safe Orthopaedics;ALSAF
GA0000121459;Total Gabon;EC
FR0000031684;Rothschild & Co;ROTH
FR0000031775;Vicat;VCT
FR0000034639;Altran Techn.;ALT
FR0000035081;Icade;ICAD
FR0000038259;Eurofins Scient.;ERF
FR0000039299;Bollore;BOL
FR0000044448;Nexans;NEX
FR0000050809;Sopra Steria Group;SOP
FR0000053225;Metropole Tv;MMT
FR0000054900;Tf1;TFI
FR0000064578;Covivio;COV
FR0000071946;Alten;ATE
FR0000073298;Ipsos;IPS
FR0000077919;Jc Decaux Sa.;DEC
FR0000120222;Cnp Assurances;CNP
FR0000120354;Vallourec;VK
FR0000120560;Quadient;QDT
FR0000120859;Imerys;NK
FR0000120966;Bic;BB
FR0000121121;Eurazeo;RF
FR0000121204;Wendel Invest.;MF
FR0000121709;Seb;SK
FR0000121725;Dassault Aviation;AM
FR0000124570;Plastic Omnium;POM
FR0000125585;Casino Guichard;CO
FR0000130213;Lagardere;MMB
FR0000130395;Remy Cointreau;RCO
FR0000131757;Eramet;ERA
FR0000184798;Orpea;ORP
FR0004035913;Iliad;ILD
FR0004125920;Amundi;AMUN
FR0004163111;Genfit;GNFT
FR0004188670;Tarkett;TKTT
FR0005691656;Trigano;TRI
FR0010112524;Nexity;NXI
FR0010221234;Eutelsat Com.;ETL
FR0010241638;Mercialys;MERY
FR0010259150;Ipsen;IPN
FR0010340141;Adp;ADP
FR0010386334;Korian;KORI
FR0010417345;Dbv Technologies;DBV
FR0010451203;Rexel;RXL
FR0010667147;Coface;COFA
FR0010918292;Technicolor;TCH
FR0011476928;Fnac Darty;FNAC
FR0011726835;GTT;GTT
FR0011950732;Elior Group;ELIOR
FR0011981968;Worldline;WLN
FR0012435121;Elis;ELIS
FR0012757854;Spie;SPIE
FR0012789949;Europcar Mobility;EUCAR
FR0013153541;Maisons du Monde;MDM
FR0013154002;Sartorius Stedim Biotech;DIM
FR0013181864;CGG;CGG
FR0013227113;Soitec Silicon;SOI
FR0013258662;Ald;ALD
FR0013269123;Rubis;RUI
FR0013280286;Biomerieux;BIM
LU0569974404;Aperam;APAM
NL0006294274;Euronext;ENX
BE0974310428;X-Fab;XFAB
CH0308403085;GeNeuro;GNRO
FR0000030827;Ige + Xao;IGE
FR0000031577;Virbac;VIRP
FR0000031684;Rothschild & Co;ROTH
FR0000031775;Vicat;VCT
FR0000032278;Latecoere;LAT
FR0000032526;Guerbet;GBT
FR0000032658;Synergie;SDG
FR0000033003;Touax;TOUP
FR0000033219;Altarea;ALTA
FR0000033243;Immob.Dassault;IMDA
FR0000033904;Jacquet Metals;JCQ
FR0000034639;Altran Techn.;ALT
FR0000035081;Icade;ICAD
FR0000035164;Beneteau;BEN
FR0000035370;Bastide Le Confort;BLC
FR0000036675;Groupe Crit;CEN
FR0000036816;Tour Eiffel;EIFF
FR0000038242;Lumibird;LBIRD
FR0000038259;Eurofins Scient.;ERF
FR0000038465;Passat;PSAT
FR0000038531;Hf;HF
FR0000038606;Manitou Bf;MTU
FR0000039091;Robertet;RBT
FR0000039109;Seche Environnement;SCHP
FR0000039232;Aurea;AURE
FR0000039620;Mersen;MRN
FR0000044448;Nexans;NEX
FR0000044612;Afone;AFO
FR0000050353;Lisi;FII
FR0000050809;Sopra Steria Group;SOP
FR0000051070;Maurel Et Prom;MAU
FR0000051393;Idi;IDIP
FR0000052516;Vilmorin Cie;RIN
FR0000052623;Dedalus France;DEDAL
FR0000052680;Oeneo;SBT
FR0000053027;Akwel;AKW
FR0000053035;Gea Grenobl.Elect.;GEA
FR0000053225;Metropole Tv;MMT
FR0000053324;Alpes (compagnie);CDA
FR0000053381;Derichebourg;DBG
FR0000053506;Cegedim;CGM
FR0000053837;Altamir;LTA
FR0000054199;St Dupont;DPT
FR0000054231;High Co;HCO
FR0000054322;Cibox Inter A Ctiv;CIB
FR0000054900;Tf1;TFI
FR0000060329;Psb Industries;PSB
FR0000060402;Albioma;ABIO
FR0000060790;Signaux Girod;GIRO
FR0000060832;Precia;PREC
FR0000060873;Marie Brizard Wine and Spirits;MBWS
FR0000060949;Tivoly;TVLY
FR0000061129;Boiron;BOI
FR0000062671;Groupe Gorge;GOE
FR0000062796;Vranken Monopole;VRAP
FR0000062804;Alpha Mos;ALM
FR0000062978;Adl Partner;ALP
FR0000063737;Aubay;AUB
FR0000063935;Bonduelle;BON
FR0000064297;Innelec Multimedia;INN
FR0000064404;Media 6;EDI
FR0000064446;CIS (Catering Intl Sces);CTRG
FR0000064578;Covivio;COV
FR0000064784;FFP;FFP
FR0000065278;Hopscotch Groupe;HOP
FR0000065484;Lectra;LSS
FR0000065864;Sogeclair;SOG
FR0000066052;Avenir Telecom;AVT
FR0000066607;Lacroix Industries;LACR
FR0000066672;Gl Events;GLO
FR0000066722;Guillemot;GUI
FR0000066755;Haulotte Group;PIG
FR0000071797;Infotel;INF
FR0000071946;Alten;ATE
FR0000072373;Egide;GID
FR0000072399;Belier;BELI
FR0000072597;It Link;ITL
FR0000072894;Cast;CAS
FR0000073041;Pierre Vacances;VAC
FR0000073298;Ipsos;IPS
FR0000073793;Devoteam;DVT
FR0000073843;ITS group;ITS
FR0000074072;Bigben Interactive;BIG
FR0000074148;Assystem;ASY
FR0000074197;Union Tech.Infor.;FPG
FR0000074759;Fleury Michon;FLE
FR0000074783;Artmarket.com;PRC
FR0000075442;Groupe LDLC;ALLDL
FR0000075954;Riber;RIB
FR0000076655;Actia Group;ATI
FR0000076861;Acteos;EOS
FR0000076887;Ast Groupe;ASP
FR0000077570;Micropole;MUN
FR0000077919;Jc Decaux Sa.;DEC
FR0000079634;Geci Intl;GECP
FR0000120222;Cnp Assurances;CNP
FR0000120354;Vallourec;VK
FR0000120388;Recylex;RX
FR0000120560;Quadient;QDT
FR0000120669;Esso;ES
FR0000120859;Imerys;NK
FR0000120966;Bic;BB
FR0000121121;Eurazeo;RF
FR0000121204;Wendel Invest.;MF
FR0000121295;Lebon;LBON
FR0000121709;Seb;SK
FR0000121725;Dassault Aviation;AM
FR0000124570;Plastic Omnium;POM
FR0000125585;Casino Guichard;CO
FR0000130213;Lagardere;MMB
FR0000130395;Remy Cointreau;RCO
FR0000130692;Chargeurs;CRI
FR0000131757;Eramet;ERA
FR0000182479;Archos;JXR
FR0000184798;Orpea;ORP
FR0004007813;Kaufman Et Broad;KOF
FR0004016699;Smtpc;SMTPC
FR0004024222;Interparfums;ITP
FR0004026151;Itesoft;ITE
FR0004029411;Keyrus;KEY
FR0004031763;Coheris;COH
FR0004034072;Xilam Animation;XIL
FR0004035913;Iliad;ILD
FR0004037125;April;APR
FR0004040608;Abc Arbitrage;ABCA
FR0004050300;Groupe Open;OPN
FR0004056851;Valneva;VLA
FR0004076891;Groupe Flo;FLO
FR0004110310;Esi Group;ESI
FR0004125920;Amundi;AMUN
FR0004152874;Advenis;ADV
FR0004154060;Netgem;NTG
FR0004155000;Groupe Sfpi;SFPI
FR0004156297;Linedata Services;LIN
FR0004159473;Hexaom;HEXA
FR0004163111;Genfit;GNFT
FR0004170017;LNA SANTE;LNA
FR0004177046;Metabolic Explorer;METEX
FR0004180537;Akka Technologies;AKA
FR0004180578;Sword Group;SWP
FR0004188670;Tarkett;TKTT
FR0004548873;Bourbon Corporation;GBB
FR0005175080;Transgene;TNG
FR0005691656;Trigano;TRI
FR0007317813;CS (Com. et Systemes);SX
FR0010095596;Onxeo;ONXEO
FR0010112524;Nexity;NXI
FR0010193052;Catana Group;CATG
FR0010193979;CBO Territoria;CBOT
FR0010214064;Groupe Pizzorno Environnement;GPE
FR0010221234;Eutelsat Com.;ETL
FR0010241638;Mercialys;MERY
FR0010259150;Ipsen;IPN
FR0010282822;SES Imagotag;SESL
FR0010291245;Verimatrix;VMX
FR0010298620;Memscap;MEMS
FR0010331421;Innate Pharma;IPH
FR0010340141;Adp;ADP
FR0010380626;Prologue;PROL
FR0010386334;Korian;KORI
FR0010395681;Altur Investissement;ALTUR
FR0010417345;Dbv Technologies;DBV
FR0010428771;Olympique Lyonnais (Groupe);OLG
FR0010436584;DNXCorp;ALDNX
FR0010451203;Rexel;RXL
FR0010478248;Atari;ATA
FR0010490920;EuropaCorp;ECP
FR0010501692;Generix;GENX
FR0010526814;SuperSonic Imagine;SSI
FR0010533075;Getlink (ex: Eurotunnel);GET
FR0010557264;Ab Science;AB
FR0010609263;Mauna Kea;MKEA
FR0010667147;Coface;COFA
FR0010828137;Carmila;CARM
FR0010918292;Technicolor;TCH
FR0010929125;ID Logistics;IDL
FR0010949404;Stentys;STNT
FR0011026749;Dalet;DLT
FR0011040500;Axway Software;AXW
FR0011051598;Amoeba Biocide;AMEBA
FR0011184241;Adocia;ADOC
FR0011191766;Eos Imaging;EOSI
FR0011271600;Fermentalg;FALG
FR0011277391;Fonciere Paris Nord;FPN
FR0011289040;SQLI;SQI
FR0011341205;Nanobiotix;NANO
FR0011466069;Ekinops;EKI
FR0011471135;Erytech Pharma;ERYP
FR0011471291;Ymagis;MAGIS
FR0011476928;Fnac Darty;FNAC
FR0011665280;Figeac Aero;FGA
FR0011726835;GTT;GTT
FR0011742329;McPhy Energy;MCPHY
FR0011790542;Genkyotex;GKTX
FR0011799907;Genomic Vision;GV
FR0011800218;Awox;AWOX
FR0011950641;Pixium Vision;ALPIX
FR0011950682;Sergeferrari Group;SEFER
FR0011950732;Elior Group;ELIOR
FR0011981968;Worldline;WLN
FR0011992700;Ateme;ATEME
FR0011995588;Voltalia;VLTSA
FR0012127173;Ose Immunotherapeutics;OSE
FR0012202497;Diagnostic Medical;DGM
FR0012333284;Abivax;ABVX
FR0012432516;Poxel;POXEL
FR0012435121;Elis;ELIS
FR0012612646;Groupe Partouche;PARP
FR0012613610;Prodways Group;PWG
FR0012616852;Abionyx Pharma;ABNX
FR0012757854;Spie;SPIE
FR0012789667;Amplitude Surgical;AMPLI
FR0012789949;Europcar Mobility;EUCAR
FR0012821890;Adux;ADUX
FR0012821916;Hipay Group;HIPAY
FR0012872141;Jacques Bogart;JBOG
FR0012882389;Pharmagest Inter.;PHA
FR0012938884;Solocal Group;LOCAL
FR0012969095;Capelli;CAPLI
FR0013006558;Showroomprive;SRP
FR0013018041;Navya;NAVYA
FR0013018124;Nicox;COX
FR0013030152;Francaise de l’Energie;LFDE
FR0013153541;Maisons du Monde;MDM
FR0013154002;Sartorius Stedim Biotech;DIM
FR0013181864;CGG;CGG
FR0013183589;Aures Technologies;AURS
FR0013183985;GenSight Biologics;SIGHT
FR0013185857;Abeo;ABEO
FR0013190410;Orchestra-Premaman;KAZI
FR0013214145;Smcp;SMCP
FR0013227113;Soitec Silicon;SOI
FR0013230612;Tikehau Capital;TKO
FR0013233012;Inventiva;IVA
FR0013233475;Lysogene;LYS
FR0013247137;Mediawan;MDW
FR0013252186;Plast. Val de Loire;PVL
FR0013258399;Balyo;BALYO
FR0013258589;Antalis;ANTA
FR0013258662;Ald;ALD
FR0013269123;Rubis;RUI
FR0013280286;Biomerieux;BIM
FR0013283108;Delta Plus Group;DLTA
FR0013284080;Biom Up;BUP
FR0013296746;Advicenne;ADVIC
FR0013318813;PARAGON ID;PID
FR0013341781;2crsi;2CRSI
FR0013357621;Wavestone;WAVE
FR0013426004;Claranova;CLA
FR0013467123;Safe Orthopaedics;ALSAF
GA0000121459;Total Gabon;EC
LU0569974404;Aperam;APAM
NL0006294274;Euronext;ENX
FR0000045072;Credit Agricole;ACA
FR0000051732;Atos;ATO
FR0000052292;Hermes;RMS
FR0000073272;Safran;SAF
FR0000120073;Air Liquide;AI
FR0000120172;Carrefour;CA
FR0000120271;Total;FP
FR0000120321;L'oreal;OR
FR0000120404;Accor Hotels;AC
FR0000120503;Bouygues;EN
FR0000120578;Sanofi;SAN
FR0000120628;Axa;CS
FR0000120644;Danone;BN
FR0000120693;Pernod Ricard;RI
FR0000121014;Lvmh;MC
FR0000121220;Sodexo;SW
FR0000121261;Michelin;ML
FR0000121329;Thales;HO
FR0000121485;Kering;KER
FR0000121501;Peugeot;UG
FR0000121667;EssilorLuxottica;EL
FR0000121972;Schneider Electric;SU
FR0000124141;Veolia Environ.;VIE
FR0000125007;Saint Gobain;SGO
FR0000125338;CapGemini;CAP
FR0000125486;Vinci;DG
FR0000127771;Vivendi;VIV
FR0000130577;Publicis Groupe;PUB
FR0000130650;Dassault Systemes;DSY
FR0000130809;Societe Generale;GLE
FR0000131104;Bnp Paribas;BNP
FR0000131906;Renault;RNO
FR0000133308;Orange;ORA
FR0010208488;Engie;ENGI
FR0010307819;Legrand SA;LR
FR0011981968;Worldline;WLN
FR0013326246;Unibail Rodamco Wes;URW
LU1598757687;Arcelor Mittal;MT
NL0000226223;Stmicroelectronics;STM
NL0000235190;Airbus;AIR
BE0946620946;Dalenys;NYS
CH0008853209;Agta Record;AGTA
CM0000035113;Brasserie Cameroun;BCAM
FR0000030074;Malteries Fco-Bel.;MALT
FR0000030140;Sofragi;SOFR
FR0000030611;Galimmo;GALIM
FR0000030827;Ige + Xao;IGE
FR0000031023;Electricite de Strasbourg;ELEC
FR0000032278;Latecoere;LAT
FR0000032302;Manutan Intl;MAN
FR0000032526;Guerbet;GBT
FR0000033243;Immob.Dassault;IMDA
FR0000033904;Jacquet Metals;JCQ
FR0000034548;Union Fin.France;UFF
FR0000034894;Gaumont;GAM
FR0000035123;Finatis;FNTS
FR0000035263;Lafuma;LAF
FR0000035370;Bastide Le Confort;BLC
FR0000036105;Affine RE.;IML
FR0000036675;Groupe Crit;CEN
FR0000036816;Tour Eiffel;EIFF
FR0000036857;SIPH;SIPH
FR0000037343;Explosifs Prod.Chi.Pf;EPCP
FR0000038499;Fonciere Euris;EURS
FR0000039026;Groupe EPC;EXPL
FR0000039091;Robertet;RBT
FR0000039109;Seche Environnement;SCHP
FR0000039216;Altareit;AREIT
FR0000039620;Mersen;MRN
FR0000045213;Crcam Ille-Vil.Cci;CIV
FR0000045528;Crcam Paris Et Idf;CAF
FR0000045544;Credit Agricole Toulouse 31;CAT31
FR0000045601;Robertet Ci;CBE
FR0000045619;Robertet CDV 87;CBR
FR0000050049;Viel Et Compagnie;VIL
FR0000051070;Maurel Et Prom;MAU
FR0000051393;Idi;IDIP
FR0000052680;Oeneo;SBT
FR0000052896;Chauffage Urbain;CHAU
FR0000053027;Akwel;AKW
FR0000053324;Alpes (compagnie);CDA
FR0000053399;CNIM Group;COM
FR0000053506;Cegedim;CGM
FR0000053514;PCAS;PCA
FR0000053837;Altamir;LTA
FR0000054678;Euro Ressources;EUR
FR0000054694;Naturex;NRX
FR0000060071;Samse;SAMS
FR0000060329;Psb Industries;PSB
FR0000060402;Albioma;ABIO
FR0000060535;Fiducial Real Estate;ORIA
FR0000060618;Rallye;RAL
FR0000060873;Marie Brizard Wine and Spirits;MBWS
FR0000061459;Gerard Perrier Industrie;PERR
FR0000062101;Ferm.Cas.Mun.Canne;FCMC
FR0000062671;Groupe Gorge;GOE
FR0000062796;Vranken Monopole;VRAP
FR0000063091;Anf Immobilier;ANF
FR0000063737;Aubay;AUB
FR0000064123;Baccarat;BCRA
